time,RT,O3,O3 Flow,O3 Press,O3 BP,O3 AT,NO,NOx,NO2,Flow,GasPress,AT,RH%,BP,SR,WS_RAW,WD_RAW,Rain,WD_v,WS_v,AT_F,WS_mph,Sig,RT_F,PM25,QTot,Bam AT,Bam DT,Bam RH,DewPoint,DP_F,WC,Error?,WC
1/1/09 2:30,27.1,0.9,0.5,711.5,746.3,29.30,36,50,15,0.610000014,131.55,-2.4,85,743.4,81,1.5,118,0,119,1.5,27.7,3.3,9.9,80.9,,0.000,0.1,121.4,42,-4.6,23.6,24,low Qtot,
1/1/09 2:45,28.1,1.4,0.5,711.6,746.5,30.07,22,37,15,0.610000014,131.73,2.5,64,743.6,292,0.5,216,0,271,0.3,36.4,1.1,79.3,82.6,,0.000,1.0,121.4,42,-3.7,25.4,42,low Qtot,
1/1/09 3:00,29.2,1.4,0.5,711.8,746.9,31.33,21,39,18,0.610000014,131.93,5.5,53,743.9,452,0.7,220,0,301,0.5,41.8,1.5,58.2,84.6,,0.000,6.9,0.8,43,-3.5,25.6,44,low Qtot,
1/1/09 3:15,29.5,2.3,0.5,710.9,746.0,31.98,16,33,17,0.610000014,131.84,10.0,41,743.0,510,1.0,225,0,271,0.5,50.0,2.2,66.6,85.1,,0.000,10.1,121.5,43,-2.7,27.1,51,low Qtot,
1/1/09 3:30,29.3,8.7,0.5,710.2,745.3,32.03,7,21,15,0.610000014,131.70,13.7,31,742.3,595,2.9,140,0,140,2.2,56.7,6.5,43.5,84.7,,0.000,14.5,0.8,43,-3.2,26.2,56,low Qtot,
1/1/09 3:45,29.4,13.4,0.49000001,709.5,744.6,32.22,2,11,10,0.610000014,131.65,13.8,28,741.5,550,3.7,203,0,203,3.6,56.9,8.3,15.4,85.0,,0.000,17.6,121.5,43,-4.5,23.8,55,low Qtot,
1/1/09 4:00,29.3,12.8,0.49000001,708.8,743.9,32.22,2,15,13,0.610000014,131.52,13.9,29,740.9,502,4.3,205,0,204,4.1,57.0,9.6,17.7,84.7,,0.000,17.9,123.7,42,-4.1,24.7,55,low Qtot,
1/1/09 4:15,29.3,14.4,0.49000001,708.6,743.7,32.34,1,13,12,0.610000014,131.52,13.4,28,740.7,379,5.4,202,0,202,5.3,56.2,12.1,13.1,84.8,4,0.700,17.9,122.1,36,-4.7,23.5,53,,
1/1/09 4:30,28.9,7.8,0.5,715.2,749.8,31.06,5,17,12,0.620000005,132.21,12.7,29,746.8,285,0.9,176,0,325,0.4,54.9,2.0,65.5,84.0,0,0.701,13.0,122.0,35,-5.0,23.0,58,,
1/1/09 4:45,28.7,8.0,0.5,715.0,749.6,31.24,4,15,12,0.620000005,132.15,16.4,24,746.6,459,2.2,224,0,285,1.6,61.6,5.0,63.5,83.6,1,0.700,16.8,0.8,35,-4.5,23.9,62,,
1/1/09 5:00,28.7,8.9,0.5,714.6,749.2,31.36,3,15,12,0.620000005,132.08,21.4,19,746.2,558,1.1,209,0,293,0.8,70.5,2.5,62.9,83.6,4,0.701,20.2,0.8,35,-3.5,25.7,74,,
1/1/09 5:15,28.6,12.9,0.5,713.8,748.3,31.48,2,9,7,0.610000014,131.97,24.3,15,745.3,596,3.4,271,0,297,3.0,75.8,7.7,30.9,83.5,1,0.701,25.5,0.8,35,-4.5,24.0,78,,
1/1/09 5:30,28.6,15.5,0.5,712.9,747.5,31.50,1,6,5,0.610000014,131.85,26.1,13,744.4,656,3.6,271,0,294,3.3,78.9,8.1,28.7,83.5,2,0.700,28.1,122.1,34,-5.0,23.0,82,,
1/1/09 5:45,28.6,17.3,0.5,712.1,746.7,31.56,1,4,4,0.610000014,131.77,26.8,12,743.7,542,2.4,264,0,288,2.1,80.2,5.3,35.2,83.5,3,0.701,29.8,122.0,33,-5.2,22.6,84,,
1/1/09 6:00,28.7,17.8,0.5,711.6,746.2,31.67,1,4,3,0.610000014,131.73,27.2,11,743.2,461,2.6,282,0,288,2.4,81.0,5.9,26.5,83.6,2,0.701,30.7,122.0,33,-6.0,21.1,85,,
1/1/09 6:15,28.8,17.3,0.5,711.4,746.0,31.72,1,5,4,0.610000014,131.72,27.2,11,743.0,297,2.0,249,0,261,1.8,80.9,4.4,29.9,83.8,1,0.701,31.2,0.8,33,-5.4,22.3,85,,
1/1/09 6:30,28.8,16.3,0.5,711.3,745.9,31.71,1,6,5,0.610000014,131.71,24.1,16,742.9,63,0.9,161,0,147,0.7,75.4,1.9,40.7,83.9,1,0.701,31.0,0.8,33,-4.0,24.9,79,,
1/1/09 6:45,28.6,11.6,0.5,711.6,746.2,31.47,2,11,8,0.610000014,131.70,17.5,31,743.1,4,2.5,116,0,116,2.5,63.5,5.7,9.6,83.5,2,0.700,27.9,122.0,34,0.1,32.1,64,,
1/1/09 7:00,28.3,1.0,0.49000001,707.9,742.7,30.81,16,23,7,0.610000014,131.31,1.8,93,739.8,2,1.6,114,0,115,1.5,35.2,3.5,9.3,82.9,,0.000,5.3,121.5,44,0.8,33.5,33,low Qtot,
1/1/09 7:15,28.2,0.8,0.49000001,708.0,742.8,30.64,15,22,7,0.610000014,131.33,1.7,93,739.8,5,1.0,110,0,114,1.0,35.0,2.3,26.9,82.8,,0.000,5.0,121.5,44,0.7,33.2,37,low Qtot,
1/1/09 7:30,28.2,1.0,0.49000001,708.2,743.1,30.64,15,22,7,0.610000014,131.38,2.6,90,740.1,85,1.0,109,0,113,0.9,36.7,2.2,14.5,82.8,,0.000,4.8,121.5,44,1.2,34.1,38,low Qtot,
1/1/09 7:45,28.9,1.2,0.49000001,708.6,743.5,31.10,13,23,10,0.610000014,131.50,6.9,80,740.5,294,0.4,120,0,11,0.2,44.4,1.0,70.2,84.0,,0.000,6.0,121.6,45,3.7,38.6,49,low Qtot,
1/1/09 8:00,29.3,3.1,0.49000001,708.6,743.7,31.81,8,19,11,0.610000014,131.57,11.4,60,740.6,457,0.2,133,0,299,0.2,52.5,0.5,54.9,84.7,,0.000,11.4,121.6,47,3.9,39.1,63,low Qtot,
1/1/09 8:15,29.2,7.4,0.49000001,708.3,743.4,31.96,4,14,10,0.610000014,131.49,14.6,49,740.3,570,0.6,221,0,292,0.5,58.4,1.5,52.5,84.5,,0.000,16.3,121.4,46,3.8,38.9,61,low Qtot,
1/1/09 8:30,29.1,11.3,0.49000001,707.5,742.6,32.17,2,10,8,0.610000014,131.40,18.0,35,739.5,628,1.0,267,0,287,0.8,64.4,2.1,35.2,84.3,,0.000,19.2,121.4,46,2.5,36.4,67,low Qtot,
1/1/09 8:45,29.0,12.8,0.49000001,706.7,741.8,32.27,1,9,8,0.610000014,131.29,20.0,31,738.6,617,1.1,255,0,282,0.9,68.0,2.5,39.0,84.2,,0.000,22.6,121.3,45,2.4,36.4,70,low Qtot,
1/1/09 9:00,29.0,13.4,0.49000001,706.1,741.2,32.27,1,10,9,0.610000014,131.24,21.9,26,738.0,536,1.0,206,0,292,0.6,71.4,2.3,60.7,84.3,,0.000,24.3,121.4,45,1.2,34.1,74,low Qtot,
1/1/09 9:15,29.2,16.7,0.49000001,705.8,740.9,32.32,1,9,8,0.610000014,131.23,23.0,24,737.8,394,1.0,218,0,232,0.6,73.5,2.2,60.9,84.5,,0.000,26.4,0.8,45,1.0,33.9,77,low Qtot,
1/1/09 9:30,29.2,15.7,0.49000001,705.7,740.8,32.37,1,9,8,0.610000014,131.21,21.8,32,737.6,194,1.0,197,0,202,0.9,71.3,2.2,27.6,84.6,,0.000,27.3,121.5,44,4.2,39.6,74,low Qtot,
1/1/09 9:45,29.2,11.2,0.49000001,705.5,740.6,32.28,3,15,12,0.610000014,131.14,17.7,54,737.5,12,1.9,121,0,119,1.9,63.8,4.3,11.9,84.6,,0.000,26.0,121.5,45,8.1,46.6,65,low Qtot,
1/1/09 10:00,29.2,5.3,0.49000001,705.7,740.8,32.04,8,25,17,0.610000014,131.15,13.2,64,737.7,2,3.1,112,0,112,3.1,55.8,7.0,7.1,84.5,,0.000,21.0,121.4,47,6.4,43.6,54,low Qtot,
1/1/09 10:15,29.1,3.9,0.49000001,706.0,741.0,31.87,11,27,16,0.610000014,131.21,10.3,71,738.0,2,3.0,110,0,110,2.9,50.6,6.6,8.6,84.5,,0.000,16.4,0.8,47,5.3,41.6,48,low Qtot,
1/1/09 10:30,29.1,3.7,0.49000001,706.2,741.2,31.72,10,22,13,0.610000014,131.25,8.4,77,738.1,2,2.6,112,0,112,2.6,47.0,5.9,7.0,84.4,,0.000,13.5,0.8,47,4.5,40.0,44,low Qtot,
1/1/09 10:45,29.8,2.7,0.49000001,706.2,741.3,32.26,4,12,8,0.610000014,131.47,6.7,82,738.2,2,2.4,114,0,114,2.4,44.1,5.3,6.4,85.7,,0.000,11.6,121.4,47,4.0,39.1,41,low Qtot,
1/1/09 11:00,30.4,3.0,0.49000001,706.2,741.3,32.89,3,10,7,0.610000014,131.55,6.1,85,738.2,3,2.3,114,0,115,2.2,42.9,5.1,8.7,86.7,,0.000,9.9,121.5,47,3.8,38.8,40,low Qtot,
1/1/09 11:15,30.5,2.2,0.49000001,706.3,741.5,33.05,2,8,6,0.610000014,131.60,5.1,88,738.4,2,1.8,114,0,114,1.8,41.2,4.0,5.1,87.0,,0.000,9.3,121.5,46,3.3,38.0,39,low Qtot,
1/1/09 11:30,30.5,1.9,0.49000001,706.2,741.3,33.03,2,7,5,0.610000014,131.58,4.5,91,738.2,2,2.3,115,0,115,2.3,40.0,5.1,4.2,86.8,,0.000,8.3,121.5,46,3.1,37.6,36,low Qtot,
1/2/09 0:00,30.3,2.3,0.49000001,705.9,741.0,32.90,2,7,5,0.610000014,131.51,4.2,92,737.9,2,1.5,111,0,114,1.5,39.5,3.4,11.3,86.6,,0.000,7.7,121.4,45,3.0,37.4,40,low Qtot,
1/2/09 1:00,30.0,2.7,0.49000001,706.1,741.2,32.56,,,,,,3.4,94,738.1,2,2.1,113,0,113,2.1,38.2,4.8,4.6,86.0,,0.000,7.4,121.4,45,2.6,36.7,35,low Qtot,
1/2/09 2:00,30.0,,,,,,3,8,5,0.610000014,131.49,3.5,94,737.8,3,1.5,104,0,111,1.4,38.2,3.2,25.2,86.0,,0.000,6.6,121.4,45,2.6,36.7,38,low Qtot,
1/2/09 3:00,29.4,0.8,0.49000001,705.7,740.7,32.15,19,27,8,0.610000014,131.21,3.2,94,737.6,2,1.5,114,0,114,1.5,37.8,3.3,7.6,84.9,,0.000,6.7,121.4,45,2.4,36.4,36,low Qtot,
1/2/09 4:00,28.6,0.9,0.49000001,705.6,740.5,31.34,14,20,6,0.610000014,131.07,2.7,94,737.5,2,1.8,114,0,114,1.8,36.8,3.9,6.0,83.5,,0.000,6.4,121.4,45,1.9,35.3,34,low Qtot,
1/2/09 5:00,28.6,0.7,0.49000001,705.6,740.5,31.04,11,15,5,0.610000014,131.05,2.6,93,737.5,2,1.0,114,0,115,1.0,36.6,2.3,8.0,83.4,,0.000,5.9,0.8,45,1.5,34.8,36,low Qtot,
1/2/09 6:00,28.4,0.4,0.49000001,705.8,740.7,30.78,20,26,6,0.610000014,131.06,1.8,94,737.7,5,1.8,116,0,116,1.8,35.3,4.0,5.7,83.1,,0.000,5.7,121.4,45,1.0,33.8,32,low Qtot,
1/2/09 7:00,28.4,0.6,0.49000001,705.8,740.7,30.74,32,41,9,0.610000014,131.06,2.9,93,737.7,83,1.5,109,0,115,1.5,37.3,3.4,21.7,83.2,,0.000,5.1,121.4,45,1.9,35.5,37,low Qtot,
1/2/09 8:00,28.9,0.8,0.49000001,706.2,741.2,31.13,22,32,10,0.610000014,131.16,7.8,78,738.1,275,0.5,142,0,128,0.2,46.0,1.2,73.6,84.0,,0.000,6.3,121.4,46,4.2,39.5,52,low Qtot,
1/2/09 9:00,29.5,2.3,0.49000001,706.2,741.3,31.90,11,22,12,0.610000014,131.26,11.1,66,738.2,433,0.5,196,0,268,0.2,52.1,1.1,89.2,85.0,,0.000,12.0,0.8,48,5.0,41.0,56,low Qtot,
1/2/09 10:00,29.2,5.4,0.49000001,706.0,741.0,32.01,7,19,13,0.610000014,131.18,13.9,58,737.9,542,1.0,149,0,73,0.3,57.0,2.3,82.1,84.6,,0.000,15.7,121.5,47,5.8,42.4,59,low Qtot,
1/2/09 11:00,29.1,9.9,0.49000001,705.1,740.1,32.07,4,15,11,0.610000014,131.05,14.8,62,737.0,592,3.7,118,0,118,3.6,58.6,8.3,12.2,84.5,,0.000,18.4,0.8,47,7.5,45.4,57,low Qtot,
1/2/09 12:00,29.2,10.2,0.49000001,704.3,739.3,32.09,3,15,12,0.610000014,130.95,15.1,64,736.2,581,2.3,117,0,109,1.8,59.2,5.1,47.8,84.5,,0.000,18.6,0.8,47,8.3,46.9,59,low Qtot,
1/2/09 13:00,29.2,11.6,0.49000001,703.7,738.7,32.11,3,14,11,0.610000014,130.89,13.8,68,735.6,498,2.2,157,0,171,1.1,56.8,4.8,69.8,84.6,,0.000,19.1,121.5,48,7.9,46.3,56,low Qtot,
1/2/09 14:00,29.2,11.7,0.49000001,703.4,738.4,32.01,3,16,13,0.610000014,130.86,12.7,73,735.3,361,1.8,135,0,124,0.9,54.9,4.0,69.1,84.6,,0.000,18.1,121.5,48,8.0,46.4,55,low Qtot,
1/2/09 15:00,29.2,10.8,0.49000001,703.4,738.4,31.98,2,16,14,0.610000014,130.87,11.4,79,735.3,166,2.2,161,0,168,1.1,52.5,4.8,70.5,84.5,,0.000,16.9,121.4,49,7.9,46.2,51,low Qtot,
1/2/09 16:00,29.2,7.2,0.49000001,704.4,739.4,32.04,3,23,20,0.610000014,131.04,9.2,89,736.3,23,2.3,177,0,195,1.7,48.5,5.1,56.0,84.6,,0.000,15.2,0.8,49,7.4,45.3,47,low Qtot,
1/2/09 17:00,29.2,8.0,0.49000001,704.3,739.3,32.02,3,24,21,0.610000014,131.04,8.8,90,736.2,2,2.4,186,0,210,1.8,47.8,5.3,63.6,84.6,,0.000,12.4,121.5,48,7.2,45.0,46,low Qtot,
1/2/09 18:00,29.2,10.7,0.49000001,704.7,739.8,32.00,1,17,16,0.610000014,131.10,8.6,92,736.7,3,3.3,209,0,210,3.1,47.5,7.3,17.9,84.6,,0.000,12.0,121.5,49,7.3,45.2,44,low Qtot,
1/2/09 19:00,29.2,9.0,0.49000001,704.7,739.7,31.99,2,18,16,0.610000014,131.11,8.9,91,736.6,2,1.6,140,0,137,1.2,48.0,3.6,49.1,84.6,,0.000,11.7,0.8,49,7.4,45.4,47,low Qtot,
1/2/09 20:00,30.2,4.0,0.49000001,704.8,740.0,32.61,4,23,18,0.610000014,131.36,8.7,89,736.9,2,4.0,207,0,211,3.9,47.7,9.0,25.8,86.4,,0.000,12.0,121.5,49,7.0,44.6,44,low Qtot,
1/2/09 21:00,31.5,4.0,0.49000001,704.8,740.1,33.89,6,22,17,0.610000014,131.58,8.9,86,737.0,2,2.9,167,0,184,2.0,48.0,6.5,60.0,88.7,,0.000,11.9,121.6,49,6.7,44.1,45,low Qtot,
1/2/09 22:00,31.6,6.8,0.49000001,704.5,739.8,34.08,4,17,14,0.610000014,131.55,8.7,90,736.6,3,2.2,120,0,117,2.0,47.7,4.9,32.0,88.9,,0.000,12.0,0.8,48,7.1,44.8,46,low Qtot,
1/2/09 23:00,31.7,6.7,0.49000001,704.5,739.8,34.07,2,12,10,0.610000014,131.57,8.7,92,736.7,2,1.5,118,0,118,1.4,47.6,3.4,37.5,89.0,,0.000,11.8,121.5,48,7.4,45.3,48,low Qtot,
1/3/09 0:00,31.8,6.5,0.49000001,704.3,739.6,34.14,2,10,8,0.610000014,131.56,8.6,93,736.4,3,1.8,116,0,116,1.7,47.4,4.0,23.6,89.2,,0.000,11.8,121.4,48,7.5,45.5,46,low Qtot,
1/3/09 1:00,31.4,13.6,0.49000001,704.2,739.5,33.96,,,,,,8.5,96,736.3,2,2.3,116,0,115,2.2,47.3,5.2,23.4,88.6,,0.000,11.7,121.5,48,7.8,46.1,45,low Qtot,
1/3/09 2:00,31.5,,,,,,1,7,6,0.610000014,131.59,8.5,96,736.0,2,2.1,112,0,111,1.9,47.4,4.7,36.4,88.8,,0.000,11.7,121.5,48,7.9,46.3,46,low Qtot,
1/3/09 3:00,30.2,9.2,0.49000001,703.9,739.1,33.29,4,15,11,0.610000014,131.11,8.9,94,735.9,2,1.5,109,0,108,1.4,48.0,3.3,28.2,86.3,,0.000,11.7,121.5,47,8.0,46.4,48,low Qtot,
1/3/09 4:00,29.2,7.9,0.49000001,703.8,738.9,32.23,5,20,14,0.610000014,130.98,8.7,96,735.8,2,1.6,117,0,115,1.4,47.7,3.5,28.5,84.6,,0.000,12.0,121.4,48,8.1,46.5,47,low Qtot,
1/3/09 5:00,29.3,4.7,0.49000001,703.7,738.7,32.01,10,29,20,0.610000014,130.95,8.8,95,735.6,2,2.0,116,0,115,1.9,47.9,4.5,25.9,84.7,,0.000,11.9,121.3,48,8.1,46.6,46,low Qtot,
1/3/09 6:00,29.2,4.3,0.49000001,703.8,738.8,31.94,8,28,19,0.610000014,130.97,9.0,93,735.8,4,1.5,126,0,116,1.3,48.3,3.3,47.2,84.6,,0.000,12.0,121.4,49,8.0,46.4,49,low Qtot,
1/3/09 7:00,29.3,4.1,0.49000001,704.2,739.3,31.93,11,31,20,0.610000014,131.05,9.4,92,736.2,48,1.2,120,0,112,1.0,49.0,2.6,50.3,84.7,,0.000,12.2,0.8,50,8.2,46.7,50,low Qtot,
1/3/09 8:00,29.2,3.4,0.49000001,704.5,739.6,31.92,10,29,19,0.610000014,131.08,9.8,92,736.5,125,1.3,112,0,113,1.3,49.6,3.0,24.0,84.6,,0.000,12.7,121.5,50,8.5,47.4,50,low Qtot,
1/3/09 9:00,29.2,4.5,0.49000001,705.0,740.0,31.95,8,27,19,0.610000014,131.14,10.5,90,736.9,146,1.2,113,0,115,1.1,51.0,2.6,24.9,84.5,,0.000,13.0,0.8,51,9.0,48.2,51,low Qtot,
1/3/09 10:00,29.2,5.3,0.49000001,705.1,740.2,32.00,7,24,17,0.610000014,131.17,10.4,92,737.1,124,1.4,112,0.02,114,1.4,50.7,3.2,18.1,84.6,,0.000,14.0,121.5,51,9.2,48.5,51,low Qtot,
1/3/09 11:00,29.2,5.9,0.49000001,704.6,739.7,32.00,5,19,15,0.610000014,131.12,11.4,90,736.5,260,0.9,130,0,127,0.6,52.6,2.0,58.3,84.6,,0.000,13.7,121.5,51,9.8,49.6,54,low Qtot,
1/3/09 12:00,29.3,6.7,0.49000001,704.1,739.1,32.06,4,18,13,0.610000014,131.07,11.8,86,736.0,236,1.8,115,0,115,1.6,53.2,3.9,28.3,84.7,,0.000,15.0,0.8,52,9.5,49.1,53,low Qtot,
1/3/09 13:00,29.3,9.3,0.49000001,703.8,738.9,32.09,2,9,7,0.610000014,131.04,11.4,86,735.8,173,3.0,189,0,201,2.7,52.5,6.6,41.1,84.7,,0.000,15.4,121.4,51,9.1,48.3,51,low Qtot,
1/3/09 14:00,29.3,10.8,0.49000001,703.7,738.8,32.09,1,6,5,0.610000014,131.03,11.8,82,735.6,196,1.8,193,0,204,1.6,53.2,4.1,44.1,84.7,,0.000,14.8,121.3,51,8.9,48.0,53,low Qtot,
1/3/09 15:00,29.3,11.7,0.49000001,703.7,738.7,32.08,1,6,5,0.610000014,131.03,12.9,78,735.6,199,1.0,155,0,167,0.5,55.2,2.3,70.8,84.7,,0.000,15.2,121.4,51,9.1,48.4,57,low Qtot,
1/3/09 16:00,29.2,12.6,0.49000001,703.7,738.8,32.02,1,5,4,0.610000014,131.05,11.4,84,735.7,19,1.1,147,0,184,0.7,52.4,2.4,68.6,84.6,,0.000,16.8,121.3,51,8.8,47.9,55,low Qtot,
1/3/09 17:00,29.2,10.7,0.49000001,704.0,739.0,32.03,1,6,5,0.610000014,131.07,10.9,86,735.9,2,0.4,186,0,246,0.3,51.6,0.9,88.4,84.6,,0.000,14.5,121.4,51,8.7,47.6,59,low Qtot,
1/3/09 18:00,29.2,9.1,0.49000001,704.4,739.4,32.01,1,6,5,0.610000014,131.12,10.6,87,736.3,2,0.4,112,0,111,0.3,51.0,0.8,33.7,84.5,,0.000,14.0,0.8,51,8.5,47.3,57,low Qtot,
1/3/09 19:00,29.2,7.2,0.49000001,704.5,739.5,31.94,4,13,9,0.610000014,131.14,9.5,90,736.4,2,1.0,115,0,119,1.0,49.2,2.4,20.1,84.5,,0.000,13.7,0.8,51,8.0,46.4,51,low Qtot,
1/3/09 20:00,30.1,3.6,0.49000001,704.7,739.8,32.57,2,9,7,0.610000014,131.40,9.4,91,736.7,2,0.5,104,0,93,0.4,49.0,1.1,39.5,86.2,,0.000,12.7,121.4,51,8.1,46.6,53,low Qtot,
1/3/09 21:00,31.1,2.5,0.49000001,704.8,740.1,33.49,2,9,7,0.610000014,131.57,9.5,92,736.9,3,0.2,107,0,106,0.1,49.1,0.3,58.0,88.0,,0.000,12.7,121.4,51,8.2,46.7,61,low Qtot,
1/3/09 22:00,31.5,2.1,0.49000001,704.9,740.1,33.85,2,8,6,0.610000014,131.64,8.8,93,737.0,2,0.4,100,0,111,0.4,47.9,1.0,33.0,88.6,,0.000,12.6,0.8,51,7.8,46.0,56,low Qtot,
1/3/09 23:00,31.5,1.4,0.49000001,704.9,740.2,33.96,2,7,5,0.610000014,131.65,7.5,96,737.0,3,0.5,116,0,112,0.5,45.6,1.1,36.6,88.7,,0.000,12.0,121.4,51,6.9,44.5,53,low Qtot,
1/4/09 0:00,31.5,1.2,0.49000001,704.8,740.1,33.96,4,9,5,0.610000014,131.63,6.8,96,736.9,2,0.8,107,0,108,0.8,44.3,1.7,13.9,88.7,,0.000,10.7,0.8,50,6.3,43.3,46,low Qtot,
1/4/09 1:00,31.1,1.2,0.49000001,704.9,740.1,33.65,,,,,,6.0,97,736.9,3,0.8,114,0,113,0.7,42.8,1.8,29.0,88.0,,0.000,10.0,121.4,49,5.5,41.9,47,low Qtot,
1/4/09 2:00,31.1,,,,,,5,10,5,0.610000014,131.67,5.3,97,737.0,3,0.6,105,0,102,0.4,41.5,1.3,58.5,88.0,,0.000,9.2,121.4,48,4.8,40.6,47,low Qtot,
1/4/09 3:00,29.7,0.4,0.49000001,705.4,740.5,32.77,14,22,9,0.610000014,131.28,5.4,98,737.4,2,0.8,90,0,91,0.7,41.7,1.7,15.6,85.5,,0.000,8.5,121.4,48,5.0,41.0,43,low Qtot,
1/4/09 4:00,29.1,0.8,0.49000001,705.7,740.7,31.86,10,20,10,0.610000014,131.23,4.9,98,737.6,2,0.4,105,0,105,0.3,40.9,0.9,43.4,84.3,,0.000,8.6,0.8,48,4.6,40.3,49,low Qtot,
1/4/09 5:00,29.1,0.1,0.49000001,706.0,741.0,31.58,9,17,8,0.610000014,131.25,5.1,98,737.9,2,0.4,143,0,2,0.1,41.3,0.8,64.7,84.3,,0.000,8.2,121.5,48,4.8,40.7,49,low Qtot,
1/4/09 6:00,29.0,-0.1,0.49000001,706.3,741.3,31.47,9,20,11,0.610000014,131.28,6.1,90,738.2,6,1.6,295,0,299,1.6,42.9,3.7,17.2,84.2,,0.000,8.4,121.5,48,4.6,40.3,41,low Qtot,
1/4/09 7:00,29.0,1.6,0.49000001,706.7,741.7,31.50,7,14,8,0.610000014,131.34,6.6,80,738.7,100,2.2,224,0,338,1.8,43.8,4.8,35.8,84.1,,0.000,9.3,121.4,49,3.3,38.0,41,low Qtot,
1/4/09 8:00,29.3,3.8,0.49000001,707.3,742.4,31.92,4,10,6,0.610000014,131.48,9.0,67,739.3,318,2.7,97,0,10,2.3,48.2,6.1,33.3,84.7,,0.000,10.1,121.4,49,3.2,37.8,46,low Qtot,
1/4/09 9:00,29.3,7.4,0.49000001,707.7,742.8,32.15,2,8,6,0.610000014,131.56,10.8,40,739.7,355,3.1,197,0,343,2.5,51.5,7.0,37.9,84.8,,0.000,12.9,121.4,49,-2.5,27.5,49,low Qtot,
1/4/09 10:00,29.3,10.6,0.49000001,707.7,742.8,32.13,1,7,6,0.610000014,131.56,11.3,32,739.8,300,3.1,213,0,341,2.5,52.4,6.9,36.7,84.8,,0.000,14.7,121.3,47,-4.7,23.5,50,low Qtot,
1/4/09 11:00,29.4,11.8,0.49000001,707.1,742.2,32.18,1,7,6,0.610000014,131.49,12.6,29,739.1,422,3.2,167,0,351,2.6,54.8,7.1,37.5,84.9,,0.000,14.8,121.4,46,-4.8,23.3,53,low Qtot,
1/4/09 12:00,29.3,14.7,0.49000001,706.7,741.8,32.19,1,6,5,0.610000014,131.41,13.9,26,738.7,603,3.7,223,0,329,3.0,57.0,8.3,39.0,84.8,,0.000,16.4,121.5,45,-5.3,22.4,55,low Qtot,
1/4/09 13:00,29.3,15.7,0.49000001,706.7,741.7,32.17,1,5,4,0.610000014,131.37,14.4,24,738.7,527,3.5,194,0,337,2.6,57.9,7.8,44.5,84.7,,0.000,17.8,0.8,44,-6.2,20.9,57,low Qtot,
1/4/09 14:00,29.3,16.4,0.49000001,706.8,741.8,32.17,1,5,4,0.610000014,131.38,14.5,19,738.8,389,3.0,241,0,323,2.4,58.1,6.6,38.7,84.8,,0.000,18.4,121.4,44,-9.2,15.5,57,low Qtot,
