MESSY_DATE,SITE,OZONE,LATITUDE,LONGITUDE,temperature,UNITS
2015-08-26T09:00:00Z,27-017-7417,0,46.713694,-92.511722,46.05,PPM
2015-09-08T22:00:00Z,27-017-7417,0,46.713694,-92.511722,71.71,PPM
2015-09-12T04:00:00Z,27-017-7417,0,46.713694,-92.511722,46.25,PPM
2015-09-12T21:00:00Z,27-017-7417,0,46.713694,-92.511722,65.69,PPM
2015-09-20T21:00:00Z,27-017-7417,0,46.713694,-92.511722,68.38,PPM
2015-09-22T22:00:00Z,27-017-7417,0,46.713694,-92.511722,64.56,PPM
2015-09-26T05:00:00Z,27-017-7417,-1,46.713694,-92.511722,54.11,PPM
2015-09-30T05:00:00Z,27-017-7417,0,46.713694,-92.511722,36.93,PPM
2015-10-02T05:00:00Z,27-017-7417,0,46.713694,-92.511722,45.71,PPM
2015-10-03T05:00:00Z,27-017-7417,0,46.713694,-92.511722,48.99,PPM
2015-10-03T23:00:00Z,27-017-7417,0,46.713694,-92.511722,48.65,PPM
2015-10-04T00:00:00Z,27-017-7417,0,46.713694,-92.511722,46.59,PPM
2015-10-07T17:00:00Z,27-017-7417,0,46.713694,-92.511722,53.52,PPM
2015-10-09T01:00:00Z,27-017-7417,0,46.713694,-92.511722,48.54,PPM
2015-10-09T02:00:00Z,27-017-7417,0,46.713694,-92.511722,48.47,PPM
2015-10-09T07:00:00Z,27-017-7417,0,46.713694,-92.511722,40.32,PPM
2015-10-09T08:00:00Z,27-017-7417,0,46.713694,-92.511722,40.2,PPM
2015-10-12T19:00:00Z,27-017-7417,0,46.713694,-92.511722,46.93,PPM
2015-10-12T20:00:00Z,27-017-7417,-1,46.713694,-92.511722,46.9,PPM
2015-10-12T21:00:00Z,27-017-7417,0,46.713694,-92.511722,48.36,PPM
2015-10-13T01:00:00Z,27-017-7417,0,46.713694,-92.511722,46.47,PPM
2015-10-13T02:00:00Z,27-017-7417,0,46.713694,-92.511722,46.37,PPM
2015-10-17T23:00:00Z,27-017-7417,0,46.713694,-92.511722,46.14,PPM
2015-10-21T04:00:00Z,27-017-7417,0,46.713694,-92.511722,44.83,PPM
2015-10-23T06:00:00Z,27-017-7417,0,46.713694,-92.511722,43.1,PPM
2015-10-23T09:00:00Z,27-017-7417,0,46.713694,-92.511722,44.62,PPM
2015-10-24T06:00:00Z,27-017-7417,0,46.713694,-92.511722,46.47,PPM
2015-10-24T13:00:00Z,27-017-7417,0,46.713694,-92.511722,45.42,PPM
2015-10-24T14:00:00Z,27-017-7417,0,46.713694,-92.511722,45.41,PPM
2015-10-28T23:00:00Z,27-017-7417,0,46.713694,-92.511722,36.54,PPM
2015-10-30T00:00:00Z,27-017-7417,0,46.713694,-92.511722,41.55,PPM
2015-10-30T01:00:00Z,27-017-7417,-1,46.713694,-92.511722,41.38,PPM
2015-10-30T02:00:00Z,27-017-7417,0,46.713694,-92.511722,39.68,PPM
2015-10-30T03:00:00Z,27-017-7417,0,46.713694,-92.511722,39.68,PPM
2015-10-30T04:00:00Z,27-017-7417,0,46.713694,-92.511722,39.49,PPM
2015-10-30T05:00:00Z,27-017-7417,0,46.713694,-92.511722,39.38,PPM
2015-10-31T20:00:00Z,27-017-7417,0,46.713694,-92.511722,46.13,PPM
2015-10-31T21:00:00Z,27-017-7417,0,46.713694,-92.511722,45.42,PPM
2015-11-01T14:00:00Z,27-017-7417,0,46.713694,-92.511722,45.32,PPM
2015-11-01T15:00:00Z,27-017-7417,0,46.713694,-92.511722,46.21,PPM
2015-11-01T22:00:00Z,27-017-7417,0,46.713694,-92.511722,50.09,PPM
2015-11-01T23:00:00Z,27-017-7417,0,46.713694,-92.511722,48.17,PPM
2015-11-02T08:00:00Z,27-017-7417,0,46.713694,-92.511722,37.48,PPM
2015-11-06T02:00:00Z,27-017-7417,0,46.713694,-92.511722,43.1,PPM
2015-11-06T03:00:00Z,27-017-7417,0,46.713694,-92.511722,42.8,PPM
2015-11-06T08:00:00Z,27-017-7417,0,46.713694,-92.511722,37.49,PPM
2015-11-06T09:00:00Z,27-017-7417,-2,46.713694,-92.511722,37.56,PPM
2015-11-06T10:00:00Z,27-017-7417,0,46.713694,-92.511722,37.57,PPM
2015-11-06T11:00:00Z,27-017-7417,0,46.713694,-92.511722,37.57,PPM
2015-11-18T12:00:00Z,27-017-7417,0,46.713694,-92.511722,50.09,PPM
2015-11-20T05:00:00Z,27-017-7417,0,46.713694,-92.511722,25.24,PPM
2015-11-21T07:00:00Z,27-017-7417,0,46.713694,-92.511722,14.77,PPM
2015-11-21T08:00:00Z,27-017-7417,0,46.713694,-92.511722,13.14,PPM
2015-11-21T10:00:00Z,27-017-7417,0,46.713694,-92.511722,12.94,PPM
2015-11-21T16:00:00Z,27-017-7417,-1,46.713694,-92.511722,18.62,PPM
2015-11-22T00:00:00Z,27-017-7417,0,46.713694,-92.511722,14.98,PPM
2015-11-22T01:00:00Z,27-017-7417,0,46.713694,-92.511722,12.95,PPM
2015-11-22T02:00:00Z,27-017-7417,0,46.713694,-92.511722,12.75,PPM
2015-11-23T16:00:00Z,27-017-7417,-4,46.713694,-92.511722,33.99,PPM
2015-11-23T17:00:00Z,27-017-7417,0,46.713694,-92.511722,35.98,PPM
2015-11-27T05:00:00Z,27-017-7417,0,46.713694,-92.511722,19.14,PPM
2015-11-27T08:00:00Z,27-017-7417,0,46.713694,-92.511722,13.22,PPM
2015-12-01T17:00:00Z,27-017-7417,-1,46.713694,-92.511722,33.88,PPM
2015-12-03T04:00:00Z,27-017-7417,0,46.713694,-92.511722,33.49,PPM
2015-12-11T03:00:00Z,27-017-7417,0,46.713694,-92.511722,34.31,PPM
2015-12-11T07:00:00Z,27-017-7417,0,46.713694,-92.511722,34.17,PPM
2015-12-11T10:00:00Z,27-017-7417,0,46.713694,-92.511722,34.05,PPM
2015-12-12T02:00:00Z,27-017-7417,0,46.713694,-92.511722,34.16,PPM
2015-12-12T03:00:00Z,27-017-7417,0,46.713694,-92.511722,34.25,PPM
2015-12-12T06:00:00Z,27-017-7417,0,46.713694,-92.511722,34.19,PPM
2015-12-12T07:00:00Z,27-017-7417,0,46.713694,-92.511722,34.18,PPM
2015-12-13T14:00:00Z,27-017-7417,0,46.713694,-92.511722,36.95,PPM
2015-12-13T15:00:00Z,27-017-7417,0,46.713694,-92.511722,36.96,PPM
2015-12-13T17:00:00Z,27-017-7417,0,46.713694,-92.511722,37.04,PPM
2015-12-14T00:00:00Z,27-017-7417,0,46.713694,-92.511722,35.89,PPM
2015-12-14T03:00:00Z,27-017-7417,0,46.713694,-92.511722,34.22,PPM
2015-12-14T04:00:00Z,27-017-7417,0,46.713694,-92.511722,34.08,PPM
2015-12-14T20:00:00Z,27-017-7417,0,46.713694,-92.511722,30.38,PPM
2015-12-16T04:00:00Z,27-017-7417,0,46.713694,-92.511722,30.3,PPM
2015-12-16T05:00:00Z,27-017-7417,0,46.713694,-92.511722,30.4,PPM
2015-12-16T07:00:00Z,27-017-7417,0,46.713694,-92.511722,30.42,PPM
2015-12-17T06:00:00Z,27-017-7417,0,46.713694,-92.511722,23.33,PPM
2015-12-18T04:00:00Z,27-017-7417,0,46.713694,-92.511722,16.28,PPM
2015-12-18T08:00:00Z,27-017-7417,0,46.713694,-92.511722,14.46,PPM
2015-12-30T03:00:00Z,27-017-7417,0,46.713694,-92.511722,16.38,PPM
2015-01-16T01:00:00Z,27-137-7001,0,47.523355,-92.536305,17.4,PPM
2015-01-30T06:00:00Z,27-137-7001,0,47.523355,-92.536305,2.13,PPM
2015-02-25T02:00:00Z,27-137-7001,0,47.523355,-92.536305,2.78,PPM
2015-03-23T15:00:00Z,27-137-7001,0,47.523355,-92.536305,29.5,PPM
2015-03-27T00:00:00Z,27-137-7001,0,47.523355,-92.536305,25.16,PPM
2015-04-15T00:00:00Z,27-137-7001,0,47.523355,-92.536305,63.28,PPM
2015-04-23T22:00:00Z,27-137-7001,-1,47.523355,-92.536305,47.03,PPM
2015-04-23T23:00:00Z,27-137-7001,0,47.523355,-92.536305,46.74,PPM
2015-04-26T00:00:00Z,27-137-7001,-1,47.523355,-92.536305,49.45,PPM
2015-04-26T01:00:00Z,27-137-7001,-1,47.523355,-92.536305,44.77,PPM
2015-04-30T17:00:00Z,27-137-7001,-1,47.523355,-92.536305,55.39,PPM
2015-05-01T00:00:00Z,27-137-7001,0,47.523355,-92.536305,57.59,PPM
2015-05-01T01:00:00Z,27-137-7001,0,47.523355,-92.536305,52.49,PPM
2015-05-01T13:00:00Z,27-137-7001,0,47.523355,-92.536305,40.91,PPM
2015-05-04T18:00:00Z,27-137-7001,0,47.523355,-92.536305,61.48,PPM
2015-05-04T19:00:00Z,27-137-7001,0,47.523355,-92.536305,63.61,PPM
2015-05-04T21:00:00Z,27-137-7001,0,47.523355,-92.536305,64.11,PPM
2015-05-10T15:00:00Z,27-137-7001,0,47.523355,-92.536305,44.65,PPM
2015-05-10T16:00:00Z,27-137-7001,0,47.523355,-92.536305,47.12,PPM
2015-05-10T17:00:00Z,27-137-7001,0,47.523355,-92.536305,49.23,PPM
2015-05-12T06:00:00Z,27-137-7001,0,47.523355,-92.536305,35.4,PPM
2015-05-16T00:00:00Z,27-137-7001,0,47.523355,-92.536305,57,PPM
2015-05-22T19:00:00Z,27-137-7001,0,47.523355,-92.536305,65.31,PPM
2015-05-23T15:00:00Z,27-137-7001,0,47.523355,-92.536305,69.68,PPM
2015-05-30T18:00:00Z,27-137-7001,-1,47.523355,-92.536305,50.71,PPM
2015-05-31T17:00:00Z,27-137-7001,0,47.523355,-92.536305,52.23,PPM
2015-05-31T20:00:00Z,27-137-7001,-1,47.523355,-92.536305,55.6,PPM
2015-05-31T21:00:00Z,27-137-7001,0,47.523355,-92.536305,56.44,PPM
2015-06-16T08:00:00Z,27-137-7001,0,47.523355,-92.536305,43.78,PPM
2015-06-19T00:00:00Z,27-137-7001,0,47.523355,-92.536305,64.37,PPM
2015-06-27T23:00:00Z,27-137-7001,0,47.523355,-92.536305,76.72,PPM
2015-06-28T09:00:00Z,27-137-7001,-3,47.523355,-92.536305,59.49,PPM
2015-07-06T22:00:00Z,27-137-7001,0,47.523355,-92.536305,64.12,PPM
2015-07-06T23:00:00Z,27-137-7001,-1,47.523355,-92.536305,62.68,PPM
2015-07-15T11:00:00Z,27-137-7001,-1,47.523355,-92.536305,54.67,PPM
2015-07-20T18:00:00Z,27-137-7001,0,47.523355,-92.536305,68.99,PPM
2015-07-26T19:00:00Z,27-137-7001,0,47.523355,-92.536305,86.42,PPM
2015-08-03T18:00:00Z,27-137-7001,0,47.523355,-92.536305,65.2,PPM
2015-08-04T17:00:00Z,27-137-7001,0,47.523355,-92.536305,65.28,PPM
2015-08-05T21:00:00Z,27-137-7001,-1,47.523355,-92.536305,71.84,PPM
2015-08-09T08:00:00Z,27-137-7001,-3,47.523355,-92.536305,59.07,PPM
2015-08-17T16:00:00Z,27-137-7001,0,47.523355,-92.536305,65.35,PPM
2015-08-18T23:00:00Z,27-137-7001,0,47.523355,-92.536305,62.33,PPM
2015-08-20T00:00:00Z,27-137-7001,0,47.523355,-92.536305,54.23,PPM
2015-08-20T06:00:00Z,27-137-7001,0,47.523355,-92.536305,52.12,PPM
2015-08-20T07:00:00Z,27-137-7001,0,47.523355,-92.536305,51.91,PPM
2015-08-20T20:00:00Z,27-137-7001,0,47.523355,-92.536305,63.8,PPM
2015-08-20T22:00:00Z,27-137-7001,0,47.523355,-92.536305,65.36,PPM
2015-08-20T23:00:00Z,27-137-7001,0,47.523355,-92.536305,64.72,PPM
2015-08-21T00:00:00Z,27-137-7001,0,47.523355,-92.536305,62.87,PPM
2015-08-23T16:00:00Z,27-137-7001,0,47.523355,-92.536305,57,PPM
2015-08-24T06:00:00Z,27-137-7001,0,47.523355,-92.536305,48.65,PPM
2015-08-24T19:00:00Z,27-137-7001,0,47.523355,-92.536305,53.55,PPM
2015-08-26T20:00:00Z,27-137-7001,0,47.523355,-92.536305,70.7,PPM
2015-09-06T12:00:00Z,27-137-7001,0,47.523355,-92.536305,67.76,PPM
2015-09-06T13:00:00Z,27-137-7001,0,47.523355,-92.536305,68.6,PPM
2015-09-07T17:00:00Z,27-137-7001,0,47.523355,-92.536305,70.05,PPM
2015-09-07T18:00:00Z,27-137-7001,0,47.523355,-92.536305,71.98,PPM
2015-09-07T19:00:00Z,27-137-7001,-1,47.523355,-92.536305,72.67,PPM
2015-09-07T20:00:00Z,27-137-7001,-1,47.523355,-92.536305,73.09,PPM
2015-09-07T21:00:00Z,27-137-7001,0,47.523355,-92.536305,72.4,PPM
2015-09-09T21:00:00Z,27-137-7001,0,47.523355,-92.536305,66.39,PPM
2015-09-10T16:00:00Z,27-137-7001,0,47.523355,-92.536305,57.53,PPM
2015-09-10T19:00:00Z,27-137-7001,0,47.523355,-92.536305,59.53,PPM
2015-09-10T22:00:00Z,27-137-7001,0,47.523355,-92.536305,59.88,PPM
2015-09-11T08:00:00Z,27-137-7001,0,47.523355,-92.536305,47.26,PPM
2015-09-11T09:00:00Z,27-137-7001,-1,47.523355,-92.536305,46.84,PPM
2015-09-11T16:00:00Z,27-137-7001,0,47.523355,-92.536305,52.96,PPM
2015-09-11T17:00:00Z,27-137-7001,0,47.523355,-92.536305,54.05,PPM
2014-04-03T03:00:00Z,27-137-7001,0,47.523355,-92.536305,30.21,PPM
2014-07-01T22:00:00Z,27-137-7001,0,47.523355,-92.536305,59.37,PPM
2014-07-09T19:00:00Z,27-137-7001,0,47.523355,-92.536305,68.66,PPM
2014-07-29T14:00:00Z,27-137-7001,0,47.523355,-92.536305,64.21,PPM
2014-07-29T15:00:00Z,27-137-7001,0,47.523355,-92.536305,66.17,PPM
2014-08-18T13:00:00Z,27-137-7001,0,47.523355,-92.536305,57.42,PPM
2014-08-18T19:00:00Z,27-137-7001,0,47.523355,-92.536305,63.61,PPM
2014-08-19T13:00:00Z,27-137-7001,0,47.523355,-92.536305,61.75,PPM
2014-08-19T16:00:00Z,27-137-7001,0,47.523355,-92.536305,64.51,PPM
2014-08-25T16:00:00Z,27-137-7001,0,47.523355,-92.536305,70.34,PPM
2014-08-25T17:00:00Z,27-137-7001,0,47.523355,-92.536305,70.82,PPM
2014-08-25T18:00:00Z,27-137-7001,0,47.523355,-92.536305,70.2,PPM
2014-08-25T19:00:00Z,27-137-7001,0,47.523355,-92.536305,68.75,PPM
2014-08-26T13:00:00Z,27-137-7001,0,47.523355,-92.536305,51.75,PPM
2014-08-26T16:00:00Z,27-137-7001,0,47.523355,-92.536305,58.99,PPM
2014-08-26T17:00:00Z,27-137-7001,0,47.523355,-92.536305,60.5,PPM
2014-08-26T21:00:00Z,27-137-7001,0,47.523355,-92.536305,64.27,PPM
2014-08-27T03:00:00Z,27-137-7001,0,47.523355,-92.536305,55.65,PPM
2014-08-27T04:00:00Z,27-137-7001,0,47.523355,-92.536305,54.89,PPM
2014-09-02T23:00:00Z,27-137-7001,0,47.523355,-92.536305,63.06,PPM
2014-09-03T06:00:00Z,27-137-7001,0,47.523355,-92.536305,55.17,PPM
2014-09-04T23:00:00Z,27-137-7001,0,47.523355,-92.536305,69.65,PPM
2014-09-05T09:00:00Z,27-137-7001,0,47.523355,-92.536305,56.2,PPM
2014-09-05T10:00:00Z,27-137-7001,0,47.523355,-92.536305,55.45,PPM
2014-09-05T13:00:00Z,27-137-7001,0,47.523355,-92.536305,54.46,PPM
2014-09-05T18:00:00Z,27-137-7001,0,47.523355,-92.536305,62.93,PPM
2014-09-05T19:00:00Z,27-137-7001,0,47.523355,-92.536305,63.68,PPM
2014-09-05T20:00:00Z,27-137-7001,0,47.523355,-92.536305,64.16,PPM
2014-09-05T21:00:00Z,27-137-7001,0,47.523355,-92.536305,64.51,PPM
2014-09-05T22:00:00Z,27-137-7001,0,47.523355,-92.536305,63.97,PPM
2014-09-06T16:00:00Z,27-137-7001,0,47.523355,-92.536305,63.37,PPM
2014-09-06T20:00:00Z,27-137-7001,0,47.523355,-92.536305,68.61,PPM
2014-09-10T08:00:00Z,27-137-7001,0,47.523355,-92.536305,45.39,PPM
2014-09-11T22:00:00Z,27-137-7001,0,47.523355,-92.536305,47.92,PPM
2014-09-14T23:00:00Z,27-137-7001,0,47.523355,-92.536305,53.47,PPM
2014-09-15T00:00:00Z,27-137-7001,0,47.523355,-92.536305,49.29,PPM
2014-09-21T18:00:00Z,27-137-7001,0,47.523355,-92.536305,58.33,PPM
2014-09-29T04:00:00Z,27-137-7001,0,47.523355,-92.536305,49.96,PPM
2014-09-29T05:00:00Z,27-137-7001,0,47.523355,-92.536305,48.45,PPM
2014-09-29T11:00:00Z,27-137-7001,0,47.523355,-92.536305,41.79,PPM
2014-09-29T12:00:00Z,27-137-7001,0,47.523355,-92.536305,42.55,PPM
2014-09-30T04:00:00Z,27-137-7001,0,47.523355,-92.536305,44.4,PPM
2014-09-30T12:00:00Z,27-137-7001,0,47.523355,-92.536305,40.44,PPM
2014-09-30T23:00:00Z,27-137-7001,0,47.523355,-92.536305,48.03,PPM
2014-10-01T19:00:00Z,27-137-7001,0,47.523355,-92.536305,49.53,PPM
2014-10-03T15:00:00Z,27-137-7001,0,47.523355,-92.536305,42.69,PPM
2014-10-03T20:00:00Z,27-137-7001,-2,47.523355,-92.536305,37.84,PPM
2014-10-03T23:00:00Z,27-137-7001,0,47.523355,-92.536305,36.81,PPM
2014-10-04T00:00:00Z,27-137-7001,0,47.523355,-92.536305,35.41,PPM
2014-10-07T23:00:00Z,27-137-7001,0,47.523355,-92.536305,42.34,PPM
2014-10-08T07:00:00Z,27-137-7001,0,47.523355,-92.536305,36.63,PPM
2014-10-08T14:00:00Z,27-137-7001,-1,47.523355,-92.536305,35.89,PPM
2014-10-16T08:00:00Z,27-137-7001,0,47.523355,-92.536305,34.73,PPM
2014-10-16T16:00:00Z,27-137-7001,0,47.523355,-92.536305,50.32,PPM
2014-10-16T17:00:00Z,27-137-7001,-1,47.523355,-92.536305,53.28,PPM
2014-10-16T18:00:00Z,27-137-7001,0,47.523355,-92.536305,56.65,PPM
2014-10-17T01:00:00Z,27-137-7001,0,47.523355,-92.536305,50.64,PPM
2014-10-18T04:00:00Z,27-137-7001,-1,47.523355,-92.536305,40.64,PPM
2014-10-21T06:00:00Z,27-137-7001,0,47.523355,-92.536305,42.5,PPM
2014-10-21T07:00:00Z,27-137-7001,-1,47.523355,-92.536305,41.21,PPM
2014-10-22T04:00:00Z,27-137-7001,0,47.523355,-92.536305,37.27,PPM
2014-10-29T23:00:00Z,27-137-7001,0,47.523355,-92.536305,37.92,PPM
2014-10-30T07:00:00Z,27-137-7001,0,47.523355,-92.536305,35.4,PPM
2014-10-30T15:00:00Z,27-137-7001,0,47.523355,-92.536305,36.83,PPM
2014-10-30T16:00:00Z,27-137-7001,-1,47.523355,-92.536305,37.32,PPM
2014-11-05T16:00:00Z,27-137-7001,0,47.523355,-92.536305,34.89,PPM
2014-11-12T23:00:00Z,27-137-7001,-2,47.523355,-92.536305,23.12,PPM
2014-11-13T00:00:00Z,27-137-7001,0,47.523355,-92.536305,22.6,PPM
2014-11-21T01:00:00Z,27-137-7001,-2,47.523355,-92.536305,2.39,PPM
2014-12-09T18:00:00Z,27-137-7001,-3,47.523355,-92.536305,18.4,PPM
2014-12-09T19:00:00Z,27-137-7001,-2,47.523355,-92.536305,19.94,PPM
2014-12-15T17:00:00Z,27-137-7001,0,47.523355,-92.536305,36.45,PPM
2014-12-15T20:00:00Z,27-137-7001,0,47.523355,-92.536305,33.73,PPM
2014-12-27T10:00:00Z,27-137-7001,0,47.523355,-92.536305,18.82,PPM
2014-12-27T11:00:00Z,27-137-7001,-1,47.523355,-92.536305,17.85,PPM
2015-04-01T06:00:00Z,27-017-7417,0.037,46.713694,-92.511722,32.6,PPM
2015-04-01T07:00:00Z,27-017-7417,0.037,46.713694,-92.511722,32.51,PPM
2015-04-01T08:00:00Z,27-017-7417,0.036,46.713694,-92.511722,30.88,PPM
2015-04-01T09:00:00Z,27-017-7417,0.036,46.713694,-92.511722,30.78,PPM
2015-04-01T10:00:00Z,27-017-7417,0.036,46.713694,-92.511722,30.69,PPM
2015-04-01T11:00:00Z,27-017-7417,0.028,46.713694,-92.511722,30.66,PPM
2015-04-01T12:00:00Z,27-017-7417,0.034,46.713694,-92.511722,30.76,PPM
2015-04-01T17:00:00Z,27-017-7417,0.038,46.713694,-92.511722,44.04,PPM
2015-04-01T18:00:00Z,27-017-7417,0.035,46.713694,-92.511722,44.3,PPM
2015-04-01T19:00:00Z,27-017-7417,0.034,46.713694,-92.511722,45.91,PPM
2015-04-01T20:00:00Z,27-017-7417,0.034,46.713694,-92.511722,43.16,PPM
2015-04-01T21:00:00Z,27-017-7417,0.036,46.713694,-92.511722,44.74,PPM
2015-04-01T22:00:00Z,27-017-7417,0.036,46.713694,-92.511722,44.99,PPM
2015-04-01T23:00:00Z,27-017-7417,0.035,46.713694,-92.511722,41.65,PPM
2015-04-02T00:00:00Z,27-017-7417,0.036,46.713694,-92.511722,39.61,PPM
2015-04-02T01:00:00Z,27-017-7417,0.034,46.713694,-92.511722,39.31,PPM
2015-04-02T02:00:00Z,27-017-7417,0.032,46.713694,-92.511722,39.05,PPM
2015-04-02T03:00:00Z,27-017-7417,0.029,46.713694,-92.511722,38.73,PPM
2015-04-02T04:00:00Z,27-017-7417,0.031,46.713694,-92.511722,37.91,PPM
2015-04-02T05:00:00Z,27-017-7417,0.04,46.713694,-92.511722,50.56,PPM
2015-04-02T06:00:00Z,27-017-7417,0.04,46.713694,-92.511722,50.67,PPM
2015-04-02T07:00:00Z,27-017-7417,0.037,46.713694,-92.511722,51.07,PPM
2015-04-02T08:00:00Z,27-017-7417,0.037,46.713694,-92.511722,48.26,PPM
2015-04-02T09:00:00Z,27-017-7417,0.038,46.713694,-92.511722,46.19,PPM
2015-04-02T10:00:00Z,27-017-7417,0.037,46.713694,-92.511722,44.93,PPM
2015-04-02T11:00:00Z,27-017-7417,0.036,46.713694,-92.511722,43.02,PPM
2015-04-02T12:00:00Z,27-017-7417,0.034,46.713694,-92.511722,41.2,PPM
2015-04-02T14:00:00Z,27-017-7417,0.038,46.713694,-92.511722,46.22,PPM
2015-04-02T15:00:00Z,27-017-7417,0.043,46.713694,-92.511722,52.12,PPM
2015-04-02T16:00:00Z,27-017-7417,0.046,46.713694,-92.511722,55.1,PPM
2015-04-02T17:00:00Z,27-017-7417,0.047,46.713694,-92.511722,57.18,PPM
2015-04-02T18:00:00Z,27-017-7417,0.048,46.713694,-92.511722,57.49,PPM
2015-04-02T19:00:00Z,27-017-7417,0.048,46.713694,-92.511722,58.99,PPM
2015-04-02T20:00:00Z,27-017-7417,0.047,46.713694,-92.511722,58.7,PPM
2015-04-02T21:00:00Z,27-017-7417,0.043,46.713694,-92.511722,55.16,PPM
2015-04-02T23:00:00Z,27-017-7417,0.036,46.713694,-92.511722,50.14,PPM
2015-04-03T00:00:00Z,27-017-7417,0.031,46.713694,-92.511722,47.99,PPM
2015-04-03T01:00:00Z,27-017-7417,0.028,46.713694,-92.511722,44.75,PPM
2015-04-03T02:00:00Z,27-017-7417,0.025,46.713694,-92.511722,42.44,PPM
2015-04-03T03:00:00Z,27-017-7417,0.029,46.713694,-92.511722,36,PPM
2015-04-03T04:00:00Z,27-017-7417,0.031,46.713694,-92.511722,30.55,PPM
2015-04-03T05:00:00Z,27-017-7417,0.03,46.713694,-92.511722,28.58,PPM
2015-04-03T06:00:00Z,27-017-7417,0.032,46.713694,-92.511722,27.32,PPM
2015-04-03T07:00:00Z,27-017-7417,0.034,46.713694,-92.511722,27.22,PPM
2015-04-03T08:00:00Z,27-017-7417,0.034,46.713694,-92.511722,27.18,PPM
2015-04-03T09:00:00Z,27-017-7417,0.035,46.713694,-92.511722,25.48,PPM
2015-04-03T10:00:00Z,27-017-7417,0.035,46.713694,-92.511722,25.36,PPM
2015-04-03T11:00:00Z,27-017-7417,0.035,46.713694,-92.511722,25.15,PPM
2015-04-03T12:00:00Z,27-017-7417,0.036,46.713694,-92.511722,25.02,PPM
2015-04-03T13:00:00Z,27-017-7417,0.037,46.713694,-92.511722,25.06,PPM
2015-04-03T14:00:00Z,27-017-7417,0.037,46.713694,-92.511722,25.21,PPM
2015-04-03T15:00:00Z,27-017-7417,0.037,46.713694,-92.511722,27.12,PPM
2015-04-03T16:00:00Z,27-017-7417,0.037,46.713694,-92.511722,28.32,PPM
2015-04-03T17:00:00Z,27-017-7417,0.04,46.713694,-92.511722,30.41,PPM
2015-04-03T18:00:00Z,27-017-7417,0.041,46.713694,-92.511722,33.85,PPM
2015-04-03T19:00:00Z,27-017-7417,0.042,46.713694,-92.511722,35.8,PPM
2015-04-03T20:00:00Z,27-017-7417,0.043,46.713694,-92.511722,36.09,PPM
2015-04-03T21:00:00Z,27-017-7417,0.044,46.713694,-92.511722,36.26,PPM
2015-04-03T22:00:00Z,27-017-7417,0.045,46.713694,-92.511722,37.1,PPM
2015-04-03T23:00:00Z,27-017-7417,0.044,46.713694,-92.511722,36.23,PPM
2015-04-04T00:00:00Z,27-017-7417,0.044,46.713694,-92.511722,34.18,PPM
