SITE,Date,Hour,OZONE,TEMP_F,StateCode,CountyCode,SiteNum,Latitude,Longitude,Time,Parameter,YEAR,Month,Day
27-137-7001,2016-05-12,2,11,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,5,12
27-137-7001,2016-05-13,3,8,53,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,5,13
27-137-7001,2016-05-14,1,8,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,5,14
27-137-7001,2016-05-15,0,10,45.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,5,15
27-137-7001,2016-05-16,2,11,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,5,16
27-137-7001,2016-05-17,2,15,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,5,17
27-137-7001,2016-05-18,0,23,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,5,18
27-137-7001,2016-05-19,0,13,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,5,19
27-137-7001,2016-05-20,0,21,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,5,20
27-137-7001,2016-05-21,4,10,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,5,21
27-137-7001,2016-05-22,3,8,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,5,22
27-137-7001,2016-05-23,2,11,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,5,23
27-137-7001,2016-05-24,1,12,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,5,24
27-137-7001,2016-05-25,1,16,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,5,25
27-137-7001,2016-05-26,1,21,83,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,5,26
27-137-7001,2016-05-27,1,15,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,5,27
27-137-7001,2016-05-28,0,11,68,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,5,28
27-137-7001,2016-05-29,5,13,81.2,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2016,5,29
27-137-7001,2016-05-30,3,21,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,5,30
27-137-7001,2016-05-31,0,18,65.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,5,31
27-137-7001,2016-06-01,2,12,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,6,01
27-137-7001,2016-06-02,0,8,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,02
27-137-7001,2016-06-03,1,10,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,03
27-137-7001,2016-06-04,2,13,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,6,04
27-137-7001,2016-06-05,2,10,65,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,6,05
27-137-7001,2016-06-06,0,32,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,06
27-137-7001,2016-06-07,0,13,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,07
27-137-7001,2016-06-08,1,11,65.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,08
27-137-7001,2016-06-09,2,11,71,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,6,09
27-137-7001,2016-06-10,1,13,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,10
27-137-7001,2016-06-11,0,15,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,11
27-137-7001,2016-06-12,0,14,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,12
27-137-7001,2016-06-13,2,12,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,6,13
27-137-7001,2016-06-14,1,9,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,14
27-137-7001,2016-06-15,1,12,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,15
27-137-7001,2016-06-16,1,19,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,16
27-137-7001,2016-06-17,3,8,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,6,17
27-137-7001,2016-06-18,6,8,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2016,6,18
27-137-7001,2016-06-19,1,13,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,19
27-137-7001,2016-06-20,0,14,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,20
27-137-7001,2016-06-21,0,7,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,21
27-137-7001,2016-06-22,4,12,60.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,6,22
27-137-7001,2016-06-23,1,11,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,23
27-137-7001,2016-06-24,6,11,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2016,6,24
27-137-7001,2016-06-25,1,10,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,25
27-137-7001,2016-06-26,0,8,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,26
27-137-7001,2016-06-27,0,14,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,27
27-137-7001,2016-06-28,1,14,81.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,28
27-137-7001,2016-06-29,0,12,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,6,29
27-137-7001,2016-06-30,1,8,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,6,30
27-137-7001,2016-07-01,2,10,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,01
27-137-7001,2016-07-02,2,6,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,02
27-137-7001,2016-07-03,1,13,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,03
27-137-7001,2016-07-04,0,17,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,04
27-137-7001,2016-07-05,1,25,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,05
27-137-7001,2016-07-06,0,14,81.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,06
27-137-7001,2016-07-07,0,16,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,07
27-137-7001,2016-07-08,0,10,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,08
27-137-7001,2016-07-09,2,6,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,09
27-137-7001,2016-07-10,2,11,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,10
27-137-7001,2016-07-11,6,24,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2016,7,11
27-137-7001,2016-07-12,1,20,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,12
27-137-7001,2016-07-13,0,21,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,13
27-137-7001,2016-07-14,2,10,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,14
27-137-7001,2016-07-15,0,8,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,15
27-137-7001,2016-07-16,1,8,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,7,16
27-137-7001,2016-07-17,0,10,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,17
27-137-7001,2016-07-18,0,13,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,18
27-137-7001,2016-07-19,0,17,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,19
27-137-7001,2016-07-20,3,16,83,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,7,20
27-137-7001,2016-07-21,5,19,86.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2016,7,21
27-137-7001,2016-07-22,0,23,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,22
27-137-7001,2016-07-23,3,11,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,7,23
27-137-7001,2016-07-24,0,10,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,24
27-137-7001,2016-07-25,2,13,71,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,25
27-137-7001,2016-07-26,2,13,82.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,7,26
27-137-7001,2016-07-27,7,9,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2016,7,27
27-137-7001,2016-07-28,0,9,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,28
27-137-7001,2016-07-29,0,12,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,7,29
27-137-7001,2016-08-05,18,10,75.8,27,137,7001,47.523355,-92.536305,1899-12-31T18:00:00Z,88101,2016,8,05
27-137-7001,2016-08-06,2,18,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,8,06
27-137-7001,2016-08-07,2,16,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,8,07
27-137-7001,2016-08-08,0,13,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,08
27-137-7001,2016-08-09,1,19,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,09
27-137-7001,2016-08-10,1,25,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,10
27-137-7001,2016-08-11,7,9,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2016,8,11
27-137-7001,2016-08-12,2,7,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,8,12
27-137-7001,2016-08-13,0,12,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,13
27-137-7001,2016-08-14,4,7,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,8,14
27-137-7001,2016-08-15,2,10,81.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,8,15
27-137-7001,2016-08-16,3,13,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,8,16
27-137-7001,2016-08-17,1,16,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,17
27-137-7001,2016-08-18,4,7,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,8,18
27-137-7001,2016-08-19,0,5,71,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,19
27-137-7001,2016-08-20,2,4,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,8,20
27-137-7001,2016-08-21,1,6,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,21
27-137-7001,2016-08-22,2,12,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,8,22
27-137-7001,2016-08-23,0,11,65,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,23
27-137-7001,2016-08-24,5,13,71,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2016,8,24
27-137-7001,2016-08-25,1,15,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,25
27-137-7001,2016-08-26,0,8,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,26
27-137-7001,2016-08-27,1,7,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,27
27-137-7001,2016-08-28,1,12,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,8,28
27-137-7001,2016-08-29,0,9,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,29
27-137-7001,2016-08-30,0,7,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,8,30
27-137-7001,2016-08-31,4,5,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,8,31
27-137-7001,2016-09-01,3,6,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,9,01
27-137-7001,2016-09-02,20,2,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T20:00:00Z,88101,2016,9,02
27-137-7001,2016-09-03,4,6,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,9,03
27-137-7001,2016-09-04,0,5,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,04
27-137-7001,2016-09-05,0,5,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,05
27-137-7001,2016-09-06,1,6,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,06
27-137-7001,2016-09-07,1,6,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,07
27-137-7001,2016-09-08,1,9,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,08
27-137-7001,2016-09-09,2,12,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,09
27-137-7001,2016-09-10,1,3,50.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,10
27-137-7001,2016-09-11,0,17,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,11
27-137-7001,2016-09-12,1,9,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,12
27-137-7001,2016-09-13,2,12,54.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,13
27-137-7001,2016-09-14,1,14,54.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,14
27-137-7001,2016-09-15,2,6,56,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,15
27-137-7001,2016-09-16,1,5,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,16
27-137-7001,2016-09-17,0,8,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,17
27-137-7001,2016-09-18,1,5,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,18
27-137-7001,2016-09-19,7,12,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2016,9,19
27-137-7001,2016-09-20,4,14,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2016,9,20
27-137-7001,2016-09-21,1,11,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,21
27-137-7001,2016-09-22,1,10,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,22
27-137-7001,2016-09-23,6,10,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2016,9,23
27-137-7001,2016-09-24,6,7,65.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2016,9,24
27-137-7001,2016-09-25,0,13,62,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,9,25
27-137-7001,2016-09-26,2,14,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,26
27-137-7001,2016-09-27,1,17,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,27
27-137-7001,2016-09-28,1,19,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,28
27-137-7001,2016-09-29,2,6,50,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,9,29
27-137-7001,2016-09-30,1,4,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,9,30
27-137-7001,2016-10-01,2,9,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,01
27-137-7001,2016-10-02,1,7,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,02
27-137-7001,2016-10-03,0,7,50,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,03
27-137-7001,2016-10-04,2,4,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,04
27-137-7001,2016-10-05,0,6,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,05
27-137-7001,2016-10-06,0,10,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,06
27-137-7001,2016-10-07,2,10,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,07
27-137-7001,2016-10-08,0,6,49.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,08
27-137-7001,2016-10-09,1,6,47,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,09
27-137-7001,2016-10-10,0,6,45.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,10
27-137-7001,2016-10-11,3,8,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,11
27-137-7001,2016-10-12,0,10,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,12
27-137-7001,2016-10-13,2,14,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,13
27-137-7001,2016-10-14,8,9,60.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2016,10,14
27-137-7001,2016-10-15,2,8,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,15
27-137-7001,2016-10-16,2,5,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,16
27-137-7001,2016-10-17,1,6,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,17
27-137-7001,2016-10-18,8,6,45.8,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2016,10,18
27-137-7001,2016-10-19,2,10,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,19
27-137-7001,2016-10-20,2,9,50.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,20
27-137-7001,2016-10-21,1,7,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,21
27-137-7001,2016-10-22,3,6,56,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,22
27-137-7001,2016-10-23,0,8,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,23
27-137-7001,2016-10-24,2,14,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2016,10,24
27-137-7001,2016-10-25,0,8,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,25
27-137-7001,2016-10-26,3,11,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,26
27-137-7001,2016-10-27,1,7,50.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,27
27-137-7001,2016-10-28,0,10,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2016,10,28
27-137-7001,2016-10-29,3,7,39.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,29
27-137-7001,2016-10-30,3,7,41,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,30
27-137-7001,2016-10-31,3,6,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,31
27-137-7001,2017-04-01,9,13,28.4,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2017,4,01
27-137-7001,2017-04-02,1,14,35.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,02
27-137-7001,2017-04-03,5,11,28.4,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,4,03
